# Waveguide driven in TE10 mode
# It has a lossy dielectric
 0.000	 0.020	 0.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.000	0.000000	0.000000	0.383000	0.000000	0.000001	0.000000
 0.020	 0.020	 0.000	0.000000	0.000000	0.707000	0.000000	0.000000	-0.000000
 0.030	 0.020	 0.000	0.000000	0.000000	0.924000	0.000000	-0.000001	-0.000001
 0.040	 0.020	 0.000	0.000000	0.000000	1.000000	0.000000	0.000000	-0.000000
 0.050	 0.020	 0.000	0.000000	0.000000	0.924000	0.000000	0.000001	-0.000000
 0.060	 0.020	 0.000	0.000000	0.000000	0.707000	0.000000	0.000000	-0.000001
 0.070	 0.020	 0.000	0.000000	0.000000	0.383000	0.000000	-0.000000	-0.000001
 0.080	 0.020	 0.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.010	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.010	0.000000	0.000000	-0.307127	0.196950	0.000000	0.000000
 0.020	 0.020	 0.010	-0.000002	-0.000002	-0.567388	0.363914	-0.000000	0.000000
 0.030	 0.020	 0.010	0.000000	-0.000001	-0.741339	0.475475	0.000000	0.000000
 0.040	 0.020	 0.010	0.000002	0.000001	-0.802403	0.514650	0.000000	0.000000
 0.050	 0.020	 0.010	-0.000000	-0.000000	-0.741338	0.475475	0.000001	0.000000
 0.060	 0.020	 0.010	-0.000002	-0.000000	-0.567386	0.363914	0.000001	-0.000001
 0.070	 0.020	 0.010	-0.000000	0.000001	-0.307127	0.196950	0.000000	-0.000001
 0.080	 0.020	 0.010	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.020	-0.000000	0.000001	-0.145822	0.313935	-0.000001	-0.000001
 0.020	 0.020	 0.020	-0.000000	0.000000	-0.269418	0.580078	-0.000000	0.000000
 0.030	 0.020	 0.020	0.000000	-0.000000	-0.352007	0.757908	-0.000000	0.000001
 0.040	 0.020	 0.020	0.000001	-0.000000	-0.381003	0.820352	0.000000	0.000000
 0.050	 0.020	 0.020	0.000000	-0.000001	-0.352006	0.757907	-0.000001	-0.000000
 0.060	 0.020	 0.020	-0.000001	-0.000001	-0.269418	0.580079	-0.000000	0.000000
 0.070	 0.020	 0.020	-0.000001	0.000000	-0.145819	0.313936	0.000000	-0.000000
 0.080	 0.020	 0.020	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.030	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.030	0.000000	0.000001	0.043818	0.322772	-0.000000	-0.000001
 0.020	 0.020	 0.030	-0.000001	0.000000	0.080972	0.596405	0.000002	-0.000000
 0.030	 0.020	 0.030	-0.000000	-0.000000	0.105799	0.779242	0.000001	-0.000001
 0.040	 0.020	 0.030	0.000001	-0.000000	0.114518	0.843442	-0.000000	-0.000000
 0.050	 0.020	 0.030	-0.000000	-0.000000	0.105799	0.779243	-0.000001	0.000000
 0.060	 0.020	 0.030	-0.000001	-0.000000	0.080972	0.596409	-0.000000	0.000000
 0.070	 0.020	 0.030	-0.000000	0.000000	0.043818	0.322774	-0.000000	0.000000
 0.080	 0.020	 0.030	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.040	0.000001	0.000001	0.201027	0.231515	-0.000001	0.000001
 0.020	 0.020	 0.040	0.000000	0.000001	0.371450	0.427784	-0.000000	-0.000001
 0.030	 0.020	 0.040	-0.000001	0.000000	0.485326	0.558927	0.000002	-0.000001
 0.040	 0.020	 0.040	-0.000001	0.000000	0.525313	0.604978	0.000000	-0.000000
 0.050	 0.020	 0.040	0.000000	-0.000001	0.485323	0.558929	-0.000000	0.000001
 0.060	 0.020	 0.040	-0.000000	-0.000001	0.371449	0.427786	0.000001	0.000000
 0.070	 0.020	 0.040	-0.000001	0.000000	0.201026	0.231516	0.000001	0.000001
 0.080	 0.020	 0.040	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.050	-0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.050	0.000000	0.000000	0.281063	0.078180	-0.000000	-0.000000
 0.020	 0.020	 0.050	0.000001	-0.000001	0.519339	0.144459	-0.000001	-0.000000
 0.030	 0.020	 0.050	-0.000000	0.000000	0.678550	0.188744	-0.000000	-0.000001
 0.040	 0.020	 0.050	-0.000000	0.000001	0.734457	0.204295	0.000001	-0.000001
 0.050	 0.020	 0.050	0.000000	0.000000	0.678548	0.188744	0.000000	-0.000001
 0.060	 0.020	 0.050	-0.000000	-0.000000	0.519337	0.144460	0.000000	0.000000
 0.070	 0.020	 0.050	-0.000001	-0.000000	0.281063	0.078181	0.000000	0.000000
 0.080	 0.020	 0.050	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.060	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.060	-0.000000	0.000000	0.267274	-0.083903	0.000000	-0.000001
 0.020	 0.020	 0.060	0.000000	-0.000000	0.493859	-0.155033	-0.000000	-0.000000
 0.030	 0.020	 0.060	0.000001	-0.000000	0.645259	-0.202561	-0.000001	0.000001
 0.040	 0.020	 0.060	-0.000000	0.000000	0.698423	-0.219250	-0.000000	-0.000000
 0.050	 0.020	 0.060	0.000000	0.000000	0.645257	-0.202561	-0.000000	-0.000000
 0.060	 0.020	 0.060	0.000000	-0.000000	0.493858	-0.155032	-0.000000	-0.000000
 0.070	 0.020	 0.060	-0.000001	-0.000000	0.267274	-0.083902	-0.000000	-0.000000
 0.080	 0.020	 0.060	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
 0.000	 0.020	 0.070	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
 0.010	 0.020	 0.070	-0.000000	0.000000	0.173329	-0.204002	0.000000	-0.000000
 0.020	 0.020	 0.070	0.000000	0.000000	0.320270	-0.376946	0.000000	-0.000000
 0.030	 0.020	 0.070	-0.000000	0.000000	0.418453	-0.492504	-0.000000	0.000000
